#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-04-03T13:10:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ533d5b416595	
#INFO	-out.max=unlimited	
#INFO	queryParameters=41	
#-oc.form=dec
#-out.max=unlimited
#-out.all=1
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:VII/196&tab:{VII/196/north}&tab:{VII/196/south}&key:source=VII/196/north&key:source=VII/196/south&HTTPPRM:&&-ref=VIZ533d5b416595&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=VII/196/north,VII/196/south
#-order=I
#-out=recno
#-out=Shk
#-sort=Shk
#-out=m_Shk
#-out=Object
#-out=RAJ2000
#-out=DEJ2000
#-out=n_DEs
#-out=Star
#-out=Vmag
#-out=Rmag
#-out=RV
#-out.all=1
#-out=z
#-out=Note
#-out=Object
#-out=m_Object
#-out=RA2000
#-out=DE2000
#-out=a
#-out=e
#-out=PA
#-out=bjg
#-out=bjs
#-out=Area
#-out=Class
#-out=Notes
#-out.all=1
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_7196
#Name: VII/196
#Title: Shakhbazian compact groups of galaxies (Stoll+ 1993-97)
#Table	VII_196_north:
#Name: VII/196/north
#Title: Northern part (from POSS)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Shk	(I3)	Group name (Shakhbazian+, Cat. <VII/89>) (1)	[ucd=meta.id.part;meta.main]
#Column	m_Shk	(A1)	[a] Group 340 divided in 2 parts	[ucd=meta.code.multip]
#Column	Object	(I2)	Object number within group	[ucd=meta.id.part;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	n_DEs	(A1)	[?H] Origin of positions (2)	[ucd=meta.note]
#Column	Star	(A1)	[S] S: object probably a star	[ucd=src.class]
#Column	Vmag	(F5.2)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F5.2)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	RV	(I5)	? Radial velocity [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	z	(F7.4)	? Redshift (3)	[ucd=src.redshift]
#Column	Note	(a56)	Other name or remark	[ucd=meta.id]
#_RAJ2000|_DEJ2000|recno|Shk|m_Shk|Object|RAJ2000|DEJ2000|n_DEs|Star|Vmag|Rmag|RV|z|Note
#deg|deg| | | | |"h:m:s"|"d:m:s"| | |mag|mag|km/s| |
#--------|--------|--------|---|-|--|----------|---------|-|-|-----|-----|-----|-------|--------------------------------------------------------
165.5329|+50.3533|     219| 26| |15|11 02 07.9|+50 21 12| | |     |     |     |       |
165.5483|+50.3686|     220| 26| |16|11 02 11.6|+50 22 07| | |     |     |     |       |
165.5671|+50.3731|     221| 26| |17|11 02 16.1|+50 22 23| | |     |     |     |       |
165.5592|+50.3606|     222| 26| |18|11 02 14.2|+50 21 38| | |     |     |     |       |
165.5067|+50.3444|     223| 26| |19|11 02 01.6|+50 20 40| | |     |     |     |       |
165.5104|+50.3331|     224| 26| |20|11 02 02.5|+50 19 59| | |     |     |     |       |
165.4925|+50.3564|     225| 26| |21|11 01 58.2|+50 21 23| | |     |     |     |       |
165.4954|+50.3617|     226| 26| |22|11 01 58.9|+50 21 42| | |     |     |     |       |
165.4817|+50.3700|     227| 26| |23|11 01 55.6|+50 22 12| | |     |     |     |       |
165.4567|+50.3733|     228| 26| |24|11 01 49.6|+50 22 24| | |     |     |     |       |
165.4925|+50.3575|     229| 26| |25|11 01 58.2|+50 21 27| | |     |     |     |       |
165.5475|+50.3514|     230| 26| |26|11 02 11.4|+50 21 05| | |     |     |     |       |
165.5575|+50.3431|     231| 26| |27|11 02 13.8|+50 20 35| | |     |     |     |       |
231.3325|+54.8847|     232| 28| | 1|15 25 19.8|+54 53 05| | |     |     |     |       |
231.3308|+54.8811|     233| 28| | 2|15 25 19.4|+54 52 52| | |     |     |     |       |
231.3375|+54.8806|     234| 28| | 3|15 25 21.0|+54 52 50| | |     |     |     |       |
231.3333|+54.8831|     235| 28| | 4|15 25 20.0|+54 52 59| | |     |     |     |       |
231.3304|+54.8886|     236| 28| | 5|15 25 19.3|+54 53 19| | |     |     |     |       |
231.3242|+54.8931|     237| 28| | 6|15 25 17.8|+54 53 35| | |     |     |     |       |
242.1754|+52.4294|     238| 29| | 1|16 08 42.1|+52 25 46| | |     |     |     |       |
242.1758|+52.4314|     239| 29| | 2|16 08 42.2|+52 25 53| | |     |     |     |       |
242.1879|+52.4381|     240| 29| | 3|16 08 45.1|+52 26 17| | |     |     |     |       |
242.1887|+52.4400|     241| 29| | 4|16 08 45.3|+52 26 24| | |     |     |     |       |
242.1754|+52.4447|     242| 29| | 5|16 08 42.1|+52 26 41| | |     |     |     |       |
242.1721|+52.4447|     243| 29| | 6|16 08 41.3|+52 26 41| | |     |     |     |       |
242.1667|+52.4425|     244| 29| | 7|16 08 40.0|+52 26 33| | |     |     |     |       |
242.1633|+52.4381|     245| 29| | 8|16 08 39.2|+52 26 17| | |     |     |     |       |
014.5800|+13.9142|     246| 31| | 1|00 58 19.2|+13 54 51| | |     |     |     |       |
014.5725|+13.9125|     247| 31| | 2|00 58 17.4|+13 54 45| | |     |     |     |       |
014.5696|+13.9078|     248| 31| | 3|00 58 16.7|+13 54 28| | |     |     |     |       |
014.5671|+13.9103|     249| 31| | 4|00 58 16.1|+13 54 37| | |     |     |     |       |
014.5725|+13.9072|     250| 31| | 5|00 58 17.4|+13 54 26| | |     |     |     |       |
014.5800|+13.9106|     251| 31| | 6|00 58 19.2|+13 54 38| | |     |     |     |       |
014.5829|+13.9128|     252| 31| | 7|00 58 19.9|+13 54 46| | |     |     |     |       |
016.1721| +6.6400|     253| 34| | 1|01 04 41.3|+06 38 24| | |     |     |     |       |
016.1679| +6.6483|     254| 34| | 2|01 04 40.3|+06 38 54| | |     |     |     |       |
016.1696| +6.6400|     255| 34| | 3|01 04 40.7|+06 38 24| | |     |     |     |       |
016.1771| +6.6436|     256| 34| | 4|01 04 42.5|+06 38 37| | |     |     |     |       |
016.1746| +6.6461|     257| 34| | 5|01 04 41.9|+06 38 46| | |     |     |     |       |
016.1746| +6.6469|     258| 34| | 6|01 04 41.9|+06 38 49| | |     |     |     |       |
016.1725| +6.6556|     259| 34| | 7|01 04 41.4|+06 39 20| | |     |     |     |       |
016.1817| +6.6483|     260| 34| | 8|01 04 43.6|+06 38 54| | |     |     |     |       |
016.1663| +6.6644|     261| 34| | 9|01 04 39.9|+06 39 52| | |     |     |     |       |
016.6367| +4.7189|     262| 36| | 1|01 06 32.8|+04 43 08| | |     |     |     |       |
016.6242| +4.7167|     263| 36| | 2|01 06 29.8|+04 43 00| | |     |     |     |       |
016.6208| +4.7289|     264| 36| | 3|01 06 29.0|+04 43 44| | |     |     |     |       |
016.6137| +4.7347|     265| 36| | 4|01 06 27.3|+04 44 05| | |     |     |     |       |
016.6167| +4.7433|     266| 36| | 5|01 06 28.0|+04 44 36| | |     |     |     |       |
016.6092| +4.7469|     267| 36| | 6|01 06 26.2|+04 44 49| | |     |     |     |       |
016.6021| +4.7575|     268| 36| | 7|01 06 24.5|+04 45 27| | |     |     |     |       |
016.6300| +4.7478|     269| 36| | 8|01 06 31.2|+04 44 52| | |     |     |     |       |
016.6063| +4.7489|     270| 36| | 9|01 06 25.5|+04 44 56| | |     |     |     |       |
017.2442|+13.4339|     271| 37| | 1|01 08 58.6|+13 26 02| | |     |     |     |       |
017.2462|+13.4336|     272| 37| | 2|01 08 59.1|+13 26 01| | |     |     |     |       |
017.2571|+13.4200|     273| 37| | 3|01 09 01.7|+13 25 12| | |     |     |     |       |
017.2246|+13.4442|     274| 37| | 4|01 08 53.9|+13 26 39| | |     |     |     |       |
017.2350|+13.4400|     275| 37| | 5|01 08 56.4|+13 26 24| | |     |     |     |       |
017.2400|+13.4461|     276| 37| | 6|01 08 57.6|+13 26 46| | |     |     |     |       |
017.2417|+13.4539|     277| 37| | 7|01 08 58.0|+13 27 14| | |     |     |     |       |
017.2429|+13.4581|     278| 37| | 8|01 08 58.3|+13 27 29| | |     |     |     |       |
017.2292|+13.4422|     279| 37| | 9|01 08 55.0|+13 26 32| | |     |     |     |       |
017.2512|+13.4494|     280| 37| |10|01 09 00.3|+13 26 58| | |     |     |     |       |
017.2500|+13.4406|     281| 37| |11|01 09 00.0|+13 26 26| | |     |     |     |       |
017.2500|+13.4358|     282| 37| |12|01 09 00.0|+13 26 09| | |     |     |     |       |
017.2667|+13.4228|     283| 37| |13|01 09 04.0|+13 25 22| | |     |     |     |       |
017.2612|+13.4203|     284| 37| |14|01 09 02.7|+13 25 13| | |     |     |     |       |
017.2625|+13.4511|     285| 37| |15|01 09 03.0|+13 27 04| | |     |     |     |       |
017.7171| +8.3225|     286| 38| | 1|01 10 52.1|+08 19 21| | |     |15.60|     |       |
017.7200| +8.3239|     287| 38| | 2|01 10 52.8|+08 19 26| | |     |15.69|     |       |
017.7142| +8.3214|     288| 38| | 3|01 10 51.4|+08 19 17| | |     |15.65|     |       |
017.7154| +8.3225|     289| 38| | 4|01 10 51.7|+08 19 21| | |     |17.09|     |       |
017.7246| +8.3272|     290| 38| | 5|01 10 53.9|+08 19 38| |S|     |     |     |       |
017.7133| +8.3183|     291| 38| | 6|01 10 51.2|+08 19 06| | |     |18.09|     |       |
019.4304| +9.8836|     292| 39| | 1|01 17 43.3|+09 53 01| | |     |     |     |       |
019.4521| +9.8850|     293| 39| | 2|01 17 48.5|+09 53 06| | |     |     |     |       |
019.4417| +9.8836|     294| 39| | 3|01 17 46.0|+09 53 01| | |     |     |     |       |
019.4587| +9.8769|     295| 39| | 4|01 17 50.1|+09 52 37| | |     |     |     |       |
019.4612| +9.8553|     296| 39| | 5|01 17 50.7|+09 51 19| | |     |     |     |       |
019.4650| +9.8439|     297| 39| | 6|01 17 51.6|+09 50 38| | |     |     |     |       |
019.4512| +9.8406|     298| 39| | 7|01 17 48.3|+09 50 26| | |     |     |     |       |
019.4387| +9.8478|     299| 39| | 8|01 17 45.3|+09 50 52| | |     |     |     |       |
019.4304| +9.8433|     300| 39| | 9|01 17 43.3|+09 50 36| | |     |     |     |       |
019.4475| +9.8892|     301| 39| |10|01 17 47.4|+09 53 21| | |     |     |     |       |
019.4325| +9.8964|     302| 39| |11|01 17 43.8|+09 53 47| | |     |     |     |       |
019.4333| +9.9025|     303| 39| |12|01 17 44.0|+09 54 09| | |     |     |     |       |
019.4375| +9.9039|     304| 39| |13|01 17 45.0|+09 54 14| | |     |     |     |       |
021.2817| +8.6997|     305| 40| | 1|01 25 07.6|+08 41 59| | |     |     |14466| 0.0483|
021.2621| +8.7128|     306| 40| | 2|01 25 02.9|+08 42 46| | |     |     |     |       |
021.2462| +8.7022|     307| 40| | 3|01 24 59.1|+08 42 08| | |     |     |14389| 0.0480|
021.2429| +8.7047|     308| 40| | 4|01 24 58.3|+08 42 17| | |     |     |     |       |
021.2504| +8.6919|     309| 40| | 5|01 25 00.1|+08 41 31| | |     |     |     |       |
021.2442| +8.6778|     310| 40| | 6|01 24 58.6|+08 40 40| | |     |     |15303| 0.0510|
021.2296| +8.6892|     311| 40| | 7|01 24 55.1|+08 41 21| | |     |     |14852| 0.0495|
021.2333| +8.6675|     312| 40| | 8|01 24 56.0|+08 40 03| | |     |     |13813| 0.0461|
021.2233| +8.6661|     313| 40| | 9|01 24 53.6|+08 39 58| | |     |     |     |       |
021.2250| +8.6547|     314| 40| |10|01 24 54.0|+08 39 17| | |     |     |14967| 0.0499|
021.2229| +8.6378|     315| 40| |11|01 24 53.5|+08 38 16| | |     |     |15714| 0.0524|
021.2112| +8.6294|     316| 40| |12|01 24 50.7|+08 37 46| | |     |     |     |       |
021.1921| +8.6228|     317| 40| |13|01 24 46.1|+08 37 22| | |     |     |     |       |
021.1700| +8.6092|     318| 40| |14|01 24 40.8|+08 36 33| | |     |     |14442| 0.0482|
021.1779| +8.6658|     319| 40| |15|01 24 42.7|+08 39 57| | |     |     |13983| 0.0466|
021.1708| +8.6794|     320| 40| |16|01 24 41.0|+08 40 46| | |     |     |14517| 0.0484|
021.2254| +8.6161|     321| 40| |17|01 24 54.1|+08 36 58| | |     |     |13138| 0.0438|
021.2396| +8.5900|     322| 40| |18|01 24 57.5|+08 35 24| | |     |     |12712| 0.0424|
021.2679| +8.6069|     323| 40| |19|01 25 04.3|+08 36 25| | |     |     |     |       |
021.2950| +8.6458|     324| 40| |20|01 25 10.8|+08 38 45| | |     |     |14635| 0.0488|
021.3133| +8.6506|     325| 40| |21|01 25 15.2|+08 39 02| | |     |     |14615| 0.0488|
021.3192| +8.6411|     326| 40| |22|01 25 16.6|+08 38 28| | |     |     |14998| 0.0500|
021.2992| +8.6564|     327| 40| |23|01 25 11.8|+08 39 23| | |     |     |14698| 0.0490|
021.2746| +8.6781|     328| 40| |24|01 25 05.9|+08 40 41| | |     |     |     |       |
021.2896| +8.6819|     329| 40| |25|01 25 09.5|+08 40 55| | |     |     |     |       |
021.2992| +8.6781|     330| 40| |26|01 25 11.8|+08 40 41| | |     |     |     |       |
021.2987| +8.7006|     331| 40| |27|01 25 11.7|+08 42 02| | |     |     |     |       |
021.2958| +8.6978|     332| 40| |28|01 25 11.0|+08 41 52| | |     |     |     |       |
021.3437| +8.6947|     333| 40| |29|01 25 22.5|+08 41 41| | |     |     |13062| 0.0436|
021.3475| +8.6758|     334| 40| |30|01 25 23.4|+08 40 33| | |     |     |13706| 0.0457|
021.3433| +8.6675|     335| 40| |31|01 25 22.4|+08 40 03| | |     |     |     |       |
021.3350| +8.6581|     336| 40| |32|01 25 20.4|+08 39 29| | |     |     |     |       |
021.3600| +8.6272|     337| 40| |33|01 25 26.4|+08 37 38| | |     |     |     |       |
021.3800| +8.6147|     338| 40| |34|01 25 31.2|+08 36 53| | |     |     |     |       |
021.3862| +8.6181|     339| 40| |35|01 25 32.7|+08 37 05| | |     |     |14904| 0.0497|
021.3546| +8.6642|     340| 40| |36|01 25 25.1|+08 39 51| | |     |     |     |       |
021.3667| +8.6886|     341| 40| |37|01 25 28.0|+08 41 19| | |     |     |     |       |
021.3579| +8.6933|     342| 40| |38|01 25 25.9|+08 41 36| | |     |     |     |       |
021.3721| +8.7125|     343| 40| |39|01 25 29.3|+08 42 45| | |     |     |15550| 0.0519|
021.3637| +8.7064|     344| 40| |40|01 25 27.3|+08 42 23| | |     |     |     |       |
021.3458| +8.7133|     345| 40| |41|01 25 23.0|+08 42 48| | |     |     |     |       |
021.3517| +8.7208|     346| 40| |42|01 25 24.4|+08 43 15| | |     |     | 9800| 0.0327|
021.3512| +8.7311|     347| 40| |43|01 25 24.3|+08 43 52| | |     |     |     |       |
021.3496| +8.7353|     348| 40| |44|01 25 23.9|+08 44 07| | |     |     |13821| 0.0461|
021.3625| +8.7386|     349| 40| |45|01 25 27.0|+08 44 19| | |     |     |14545| 0.0485|
021.3262| +8.7250|     350| 40| |46|01 25 18.3|+08 43 30| | |     |     |     |       |
021.3071| +8.7161|     351| 40| |47|01 25 13.7|+08 42 58| | |     |     |14798| 0.0494|
021.2996| +8.7272|     352| 40| |48|01 25 11.9|+08 43 38| | |     |     |14778| 0.0493|
021.2967| +8.7281|     353| 40| |49|01 25 11.2|+08 43 41| | |     |     |     |       |
021.2858| +8.7419|     354| 40| |50|01 25 08.6|+08 44 31| | |     |     |13744| 0.0458|
021.2937| +8.7639|     355| 40| |51|01 25 10.5|+08 45 50| | |     |     |13739| 0.0458|
021.2804| +8.7975|     356| 40| |52|01 25 07.3|+08 47 51| | |     |     |15153| 0.0505|
021.2821| +8.8036|     357| 40| |53|01 25 07.7|+08 48 13| | |     |     |     |       |
021.2725| +8.7911|     358| 40| |54|01 25 05.4|+08 47 28| | |     |     |15845| 0.0529|
021.2671| +8.7536|     359| 40| |55|01 25 04.1|+08 45 13| | |     |     |14701| 0.0490|
021.2537| +8.7406|     360| 40| |56|01 25 00.9|+08 44 26| | |     |     |13757| 0.0459|
021.2396| +8.7419|     361| 40| |57|01 24 57.5|+08 44 31| | |     |     |14160| 0.0472|
021.1812| +8.7764|     362| 40| |58|01 24 43.5|+08 46 35| | |     |     |15540| 0.0518|
021.1883| +8.7597|     363| 40| |59|01 24 45.2|+08 45 35| | |     |     |     |       |
021.1942| +8.7125|     364| 40| |60|01 24 46.6|+08 42 45| | |     |     |     |       |
022.2521| +7.6781|     365| 41| | 1|01 29 00.5|+07 40 41| | |15.60|     |     |       |
022.2554| +7.6750|     366| 41| | 2|01 29 01.3|+07 40 30| | |16.80|     |     |       |
022.2567| +7.6717|     367| 41| | 3|01 29 01.6|+07 40 18| |S|16.90|     |     |       |
022.2596| +7.6764|     368| 41| | 4|01 29 02.3|+07 40 35| | |18.50|     |     |       |
022.2525| +7.6808|     369| 41| | 5|01 29 00.6|+07 40 51| | |18.60|     |     |       |
022.2608| +7.6700|     370| 41| | 6|01 29 02.6|+07 40 12| | |     |     |     |       |
022.2500| +7.6794|     371| 41| | 7|01 29 00.0|+07 40 46| | |18.80|     |     |       |
022.2779| +7.6644|     372| 41| | 8|01 29 06.7|+07 39 52| | |     |     |     |       |
022.2737| +7.6603|     373| 41| | 9|01 29 05.7|+07 39 37| | |     |     |     |       |
022.6817| +7.8481|     374| 42| | 1|01 30 43.6|+07 50 53| | |17.60|     |     |       |
022.6846| +7.8386|     375| 42| | 2|01 30 44.3|+07 50 19| | |17.10|     |     |       |
022.6921| +7.8394|     376| 42| | 3|01 30 46.1|+07 50 22| | |17.60|     |     |       |
022.7025| +7.8372|     377| 42| | 4|01 30 48.6|+07 50 14| | |18.20|     |     |       |
022.6762| +7.8425|     378| 42| | 5|01 30 42.3|+07 50 33| | |18.20|     |     |       |
022.6733| +7.8450|     379| 42| | 6|01 30 41.6|+07 50 42| | |18.80|     |     |       |
022.6879| +7.8447|     380| 42| | 7|01 30 45.1|+07 50 41| | |     |     |     |       |
022.6992| +7.8306|     381| 42| | 8|01 30 47.8|+07 49 50| | |19.40|     |     |       |
022.7112| +7.8181|     382| 42| | 9|01 30 50.7|+07 49 05| | |     |     |     |       |
022.6783| +7.8331|     383| 42| |10|01 30 42.8|+07 49 59| | |19.50|     |     |       |
022.6858| +7.8358|     384| 42| |11|01 30 44.6|+07 50 09| | |     |     |     |       |
024.5946| +8.5322|     385| 43| | 1|01 38 22.7|+08 31 56| | |     |     |     |       |
024.6075| +8.5233|     386| 43| | 2|01 38 25.8|+08 31 24| | |     |     |     |       |
024.6112| +8.5189|     387| 43| | 3|01 38 26.7|+08 31 08| | |     |     |     |       |
024.6092| +8.5242|     388| 43| | 4|01 38 26.2|+08 31 27| | |     |     |     |       |
024.6096| +8.5133|     389| 43| | 5|01 38 26.3|+08 30 48| | |     |     |     |       |
024.6133| +8.5114|     390| 43| | 6|01 38 27.2|+08 30 41| | |     |     |     |       |
024.6267| +8.5217|     391| 43| | 7|01 38 30.4|+08 31 18| | |     |     |     |       |
024.6321| +8.5086|     392| 43| | 8|01 38 31.7|+08 30 31| | |     |     |     |       |
024.6483| +8.5183|     393| 43| | 9|01 38 35.6|+08 31 06| | |     |     |     |       |
025.2237| +2.8683|     394| 44| | 1|01 40 53.7|+02 52 06| | |15.72|     |     |       |
025.2183| +2.8347|     395| 44| | 2|01 40 52.4|+02 50 05| | |15.31|     |     |       |
025.2271| +2.8803|     396| 44| | 3|01 40 54.5|+02 52 49| | |     |     |     |       |
025.2154| +2.8503|     397| 44| | 4|01 40 51.7|+02 51 01| |S|     |     |     |       |
025.2167| +2.8503|     398| 44| | 5|01 40 52.0|+02 51 01| | |     |     |     |       |
025.2175| +2.8456|     399| 44| | 6|01 40 52.2|+02 50 44| | |16.04|     |     |       |
025.2221| +2.8514|     400| 44| | 7|01 40 53.3|+02 51 05| | |17.22|     |     |       |
025.2233| +2.8472|     401| 44| | 8|01 40 53.6|+02 50 50| | |18.08|     |     |       |
025.2121| +2.8456|     402| 44| | 9|01 40 50.9|+02 50 44| | |17.68|     |     |       |
025.2262| +2.8792|     403| 44| |10|01 40 54.3|+02 52 45| | |     |     |     |       |
025.2208| +2.8503|     404| 44| |11|01 40 53.0|+02 51 01| | |     |     |     |       |
028.9671|+14.8381|     405| 45| | 1|01 55 52.1|+14 50 17| | |     |     |     |       |
028.9783|+14.8025|     406| 45| | 2|01 55 54.8|+14 48 09| | |     |     |     |       |
028.9708|+14.8275|     407| 45| | 3|01 55 53.0|+14 49 39| | |     |     |     |       |
028.9442|+14.8172|     408| 45| | 4|01 55 46.6|+14 49 02| | |     |     |     |       |
028.9537|+14.8256|     409| 45| | 5|01 55 48.9|+14 49 32| | |     |     |     |       |
028.9537|+14.8128|     410| 45| | 6|01 55 48.9|+14 48 46| | |     |     |     |       |
028.9742|+14.8319|     411| 45| | 7|01 55 53.8|+14 49 55| | |     |     |     |       |
028.9767|+14.8186|     412| 45| | 8|01 55 54.4|+14 49 07| | |     |     |     |       |
028.9783|+14.8239|     413| 45| | 9|01 55 54.8|+14 49 26| | |     |     |     |       |
028.9787|+14.8333|     414| 45| |10|01 55 54.9|+14 50 00| | |     |     |     |       |
028.9696|+14.8325|     415| 45| |11|01 55 52.7|+14 49 57| | |     |     |     |       |
028.9467|+14.8086|     416| 45| |12|01 55 47.2|+14 48 31| | |     |     |     |       |
028.9387|+14.8161|     417| 45| |13|01 55 45.3|+14 48 58| | |     |     |     |       |
031.3112| +3.3189|     418| 46| | 1|02 05 14.7|+03 19 08| | |     |     |     |       |
031.3133| +3.3156|     419| 46| | 2|02 05 15.2|+03 18 56| | |     |     |     |       |
031.3192| +3.3181|     420| 46| | 3|02 05 16.6|+03 19 05| | |     |     |     |       |
031.2888| +3.3344|     421| 46| | 4|02 05 09.3|+03 20 04| | |     |     |     |       |
031.2862| +3.3336|     422| 46| | 5|02 05 08.7|+03 20 01| | |     |     |     |       |
031.3062| +3.3331|     423| 46| | 6|02 05 13.5|+03 19 59| | |     |     |     |       |
031.3125| +3.3292|     424| 46| | 7|02 05 15.0|+03 19 45| | |     |     |     |       |
031.3021| +3.3864|     425| 46| | 8|02 05 12.5|+03 23 11| | |     |     |     |       |
031.2942| +3.3756|     426| 46| | 9|02 05 10.6|+03 22 32| | |     |     |     |       |
031.2921| +3.3667|     427| 46| |10|02 05 10.1|+03 22 00| | |     |     |     |       |
031.2954| +3.3572|     428| 46| |11|02 05 10.9|+03 21 26| | |     |     |     |       |
031.3142| +3.3061|     429| 46| |12|02 05 15.4|+03 18 22| | |     |     |     |       |
031.3196| +3.3039|     430| 46| |13|02 05 16.7|+03 18 14| | |     |     |     |       |
031.3092| +3.3828|     431| 46| |14|02 05 14.2|+03 22 58| | |     |     |     |       |
031.5162| +2.8947|     432| 47| | 1|02 06 03.9|+02 53 41| | |     |     |     |       |
031.5121| +2.8942|     433| 47| | 2|02 06 02.9|+02 53 39| | |     |     |     |       |
031.5054| +2.8844|     434| 47| | 3|02 06 01.3|+02 53 04| | |     |     |     |       |
031.5117| +2.8881|     435| 47| | 4|02 06 02.8|+02 53 17| | |     |     |     |       |
031.5017| +2.8906|     436| 47| | 5|02 06 00.4|+02 53 26| | |     |     |     |       |
031.5004| +2.8786|     437| 47| | 6|02 06 00.1|+02 52 43| | |     |     |     |       |
147.0167|+46.8767|     438| 48| | 1|09 48 04.0|+46 52 36| | |     |     |     |       |
147.0450|+46.8819|     439| 48| | 2|09 48 10.8|+46 52 55| | |     |     |     |       |
147.0396|+46.8758|     440| 48| | 3|09 48 09.5|+46 52 33| | |     |     |     |       |
147.0462|+46.8792|     441| 48| | 4|09 48 11.1|+46 52 45| | |     |     |     |       |
147.0242|+46.8739|     442| 48| | 5|09 48 05.8|+46 52 26| | |     |     |     |       |
153.8292|+38.9244|     443| 49| | 1|10 15 19.0|+38 55 28| | |     |     |     |       |
153.8271|+38.9297|     444| 49| | 2|10 15 18.5|+38 55 47| | |     |     |     |       |
153.8267|+38.9117|     445| 49| | 3|10 15 18.4|+38 54 42| | |     |     |     |       |
153.8304|+38.9267|     446| 49| | 4|10 15 19.3|+38 55 36| | |     |     |     |       |
153.8263|+38.9269|     447| 49| | 5|10 15 18.3|+38 55 37| | |     |     |     |       |
153.8250|+38.9183|     448| 49| | 6|10 15 18.0|+38 55 06| | |     |     |     |       |
153.8308|+38.9314|     449| 49| | 7|10 15 19.4|+38 55 53| | |     |     |     |       |
154.3429|+45.3442|     450| 50| | 1|10 17 22.3|+45 20 39| |S|     |     |     |       |
154.3412|+45.3597|     451| 50| | 2|10 17 21.9|+45 21 35| | |     |     |     |       |
154.3267|+45.3625|     452| 50| | 3|10 17 18.4|+45 21 45| |S|     |     |     |       |
154.3225|+45.3511|     453| 50| | 4|10 17 17.4|+45 21 04| | |     |     |     |       |
154.3321|+45.3672|     454| 50| | 5|10 17 19.7|+45 22 02| | |     |     |     |       |
154.3292|+45.3664|     455| 50| | 6|10 17 19.0|+45 21 59| | |     |     |     |       |
154.3458|+45.3733|     456| 50| | 7|10 17 23.0|+45 22 24| | |     |     |     |       |
154.3479|+45.3644|     457| 50| | 8|10 17 23.5|+45 21 52| | |     |     |     |       |
154.3567|+45.3644|     458| 50| | 9|10 17 25.6|+45 21 52| | |     |     |     |       |
154.3471|+45.3322|     459| 50| |10|10 17 23.3|+45 19 56| | |     |     |     |       |
154.3400|+45.3342|     460| 50| |11|10 17 21.6|+45 20 03| | |     |     |     |       |
154.3412|+45.3794|     461| 50| |12|10 17 21.9|+45 22 46| | |     |     |     |       |
154.3387|+45.3450|     462| 50| |13|10 17 21.3|+45 20 42| | |     |     |     |       |
154.3675|+45.3656|     463| 50| |14|10 17 28.2|+45 21 56| | |     |     |     |       |
157.6858|+39.2125|     464| 51| | 1|10 30 44.6|+39 12 45| | |     |     |     |       |
157.6196|+39.2081|     465| 51| | 2|10 30 28.7|+39 12 29| | |     |     |     |       |
157.5954|+39.2067|     466| 51| | 3|10 30 22.9|+39 12 24| | |     |     |     |       |
157.6012|+39.2167|     467| 51| | 4|10 30 24.3|+39 13 00| | |     |     |     |       |
157.6408|+39.2094|     468| 51| | 5|10 30 33.8|+39 12 34| | |     |     |     |       |
157.6250|+39.2161|     469| 51| | 6|10 30 30.0|+39 12 58| | |     |     |     |       |
157.6596|+39.2211|     470| 51| | 7|10 30 38.3|+39 13 16| | |     |     |     |       |
157.6163|+39.2039|     471| 51| | 8|10 30 27.9|+39 12 14| |S|     |     |     |       |
157.6458|+39.2233|     472| 51| | 9|10 30 35.0|+39 13 24| | |     |     |     |       |
157.6008|+39.2117|     473| 51| |10|10 30 24.2|+39 12 42| | |     |     |     |       |
157.6362|+39.2169|     474| 51| |11|10 30 32.7|+39 13 01| | |     |     |     |       |
157.6558|+39.2381|     475| 51| |12|10 30 37.4|+39 14 17| | |     |     |     |       |
158.5579|+47.8817|     476| 52| | 1|10 34 13.9|+47 52 54| |S|     |     |     |       |
